stock_code,firm_name,year,industry_code,industry_name,manufacturing,province_std,rd_intensity,rd_tax_deduction,rd_expense_est,patent_stock,gov_subsidy_rd,rd_deduction_rate,ln_assets,roa,lev,firm_age,dual_position,post2021,post2022,post2023,manufacturing_post2021,manufacturing_post2022,province_gdp,ln_gdp_prov,province_budget_exp,province_sci_tech_exp,sci_tech_exp_ratio,ip_protection_score,invention_apply,invention_grant,patent_apply_total,patent_grant_total,tech_market_turnover
002860,星帅尔,2019.0,C38,电气机械和器材制造业,1,浙江省,4.45,-3510883.58,18724712.426666666,158.0,2875936.57,0.75,21.03,0.141779,0.189138,2.0,0,0,0,0,0,0,64632.0,11.076464923159545,10053.03,516.06,5.13,88.84,112981.0,33964.0,435883.0,285342.0,888.01
002870,香山股份,2019.0,C40,仪器仪表制造业,1,广东省,4.6,-2072460.24,11053121.28,293.0,,0.75,20.69,-0.067119,0.22076,2.0,0,0,0,0,0,0,110468.1,11.6124820704788,17297.85,1168.79,6.76,90.86,203311.0,59742.0,807700.0,527390.0,2223.08
002871,伟隆股份,2019.0,C34,通用设备制造业,1,,6.01,-2118566.1,11299019.200000001,26.0,,0.75,20.5,0.066237,0.185769,2.0,0,0,0,0,0,0,,,,,,,,,,,
002877,智能自控,2019.0,C40,仪器仪表制造业,1,,3.51,-1724201.78,9195742.826666666,169.0,,0.75,21.01,0.052843,0.438969,2.0,1,0,0,0,0,0,,,,,,,,,,,
002879,长缆科技,2019.0,C38,电气机械和器材制造业,1,湖南省,6.17,-5748913.26,30660870.72,80.0,2452853.88,0.75,21.32,0.080257,0.196257,2.0,0,0,0,0,0,0,39930.7,10.594900730582294,8034.42,171.92,2.14,82.81,39104.0,8479.0,106113.0,54685.0,490.69
002880,卫光生物,2019.0,C27,医药制造业,1,,5.06,-4324265.94,23062751.680000003,36.0,5871436.86,0.75,21.18,0.107955,0.086186,2.0,1,0,0,0,0,0,,,,,,,,,,,
002891,中宠股份,2019.0,C13,农副食品加工业,0,,1.34,-2440540.27,13016214.773333333,130.0,127848.0,0.75,21.25,0.052528,0.443331,2.0,1,0,0,0,0,0,,,,,,,,,,,
002896,中大力德,2019.0,C34,通用设备制造业,1,浙江省,4.95,-3752249.24,20011995.94666667,88.0,975495.89,0.75,20.74,0.051667,0.379821,2.0,0,0,0,0,0,0,64632.0,11.076464923159545,10053.03,516.06,5.13,88.84,112981.0,33964.0,435883.0,285342.0,888.01
002901,大博医疗,2019.0,C35,专用设备制造业,1,,7.98,-9421669.47,50248903.84,227.0,24170161.7,0.75,21.53,0.2007718799999991,0.216775,2.0,0,0,0,0,0,0,,,,,,,,,,,
002902,铭普光磁,2019.0,C39,计算机、通信和其他电子设备制造业,1,,5.6,-8156179.03,43499621.49333333,182.0,1312126.97,0.75,21.36,0.013758,0.426119,2.0,0,0,0,0,0,0,,,,,,,,,,,
002906,华阳集团,2019.0,C39,计算机、通信和其他电子设备制造业,1,广东省,9.25,-52305245.51,278961309.38666666,531.0,,0.75,22.27,0.015741,0.267808,2.0,1,0,0,0,0,0,110468.1,11.6124820704788,17297.85,1168.79,6.76,90.86,203311.0,59742.0,807700.0,527390.0,2223.08
002907,华森制药,2019.0,C27,医药制造业,1,,4.15,-1889260.43,10076055.626666667,57.0,26002341.0,0.75,21.22,0.103664,0.346064,2.0,0,0,0,0,0,0,,,,,,,,,,,
002913,奥士康,2019.0,C39,计算机、通信和其他电子设备制造业,1,,3.93,-7585160.78,40454190.82666667,219.0,3741854.52,0.75,21.99,0.075161,0.316204,2.0,0,0,0,0,0,0,,,,,,,,,,,
002922,伊戈尔,2019.0,C38,电气机械和器材制造业,1,广东省,4.78,-4743388.07,25298069.706666667,117.0,2598002.36,0.75,21.07,0.039868,0.345198,2.0,0,0,0,0,0,0,110468.1,11.6124820704788,17297.85,1168.79,6.76,90.86,203311.0,59742.0,807700.0,527390.0,2223.08
300004,南风股份,2019.0,C34,通用设备制造业,1,,3.71,-2192341.93,11692490.293333335,249.0,,0.75,21.73,0.005543,0.276513,10.0,0,0,0,0,0,0,,,,,,,,,,,
300005,探路者,2019.0,C18,纺织服装、服饰业,0,,3.08,-4441945.82,23690377.706666667,60.0,,0.75,21.79,0.036406,0.15686,10.0,1,0,0,0,0,0,,,,,,,,,,,
300007,汉威科技,2019.0,C40,仪器仪表制造业,1,河南省,7.38,-15581695.02,83102373.44,596.0,19329600.0,0.75,22.29,-0.01323,0.610523,10.0,0,0,0,0,0,0,53739.3,10.891899856405452,10163.93,211.07,2.08,82.53,30260.0,6991.0,144010.0,86247.0,231.89
300012,华测检测,2019.0,M74,专业技术服务业,0,广东省,9.44,-30968947.78,165167721.49333334,179.0,7856445.35,0.75,22.21,0.109144,0.276449,10.0,0,0,0,0,0,0,110468.1,11.6124820704788,17297.85,1168.79,6.76,90.86,203311.0,59742.0,807700.0,527390.0,2223.08
300018,中元股份,2019.0,C38,电气机械和器材制造业,1,湖北省,18.67,-7183110.37,38309921.97333334,99.0,,0.75,20.94,0.034938,0.114131,10.0,1,0,0,0,0,0,45557.0,10.726719568158678,7970.21,319.28,4.01,80.59,47450.0,14178.0,141321.0,73940.0,1429.84
300024,机器人,2019.0,C34,通用设备制造业,1,,16.67,-14491546.72,77288249.17333333,377.0,64463214.72,0.75,23.02,0.029184,0.338941,10.0,0,0,0,0,0,0,,,,,,,,,,,
300040,九洲集团,2019.0,C38,电气机械和器材制造业,1,,5.44,-6446959.08,34383781.76,168.0,4980644.4,0.75,22.32,0.011221,0.584717,9.0,0,0,0,0,0,0,,,,,,,,,,,
300045,华力创通,2019.0,C35,专用设备制造业,1,北京市,26.53,-2019566.11,10771019.253333334,193.0,837600.0,0.75,21.56,-0.063704,0.260324,9.0,0,0,0,0,0,0,37767.0,10.539190984434368,7408.19,433.42,5.85,87.98,129930.0,53127.0,226113.0,131716.0,5695.28
300046,台基股份,2019.0,C39,计算机、通信和其他电子设备制造业,1,湖北省,5.02,-830196.2,4427713.066666666,55.0,,0.75,20.51,-0.20303252,0.241351,9.0,1,0,0,0,0,0,45557.0,10.726719568158678,7970.21,319.28,4.01,80.59,47450.0,14178.0,141321.0,73940.0,1429.84
300057,万顺新材,2019.0,C32,有色金属冶炼和压延加工业,0,,2.89,-2666741.74,14222622.613333335,186.0,,0.75,22.66,0.017808,0.501998,9.0,1,0,0,0,0,0,,,,,,,,,,,
300065,海兰信,2019.0,C39,计算机、通信和其他电子设备制造业,1,北京市,9.9,-2044080.09,10901760.48,84.0,24816026.44,0.75,21.52,0.045747,0.189116,9.0,1,0,0,0,0,0,37767.0,10.539190984434368,7408.19,433.42,5.85,87.98,129930.0,53127.0,226113.0,131716.0,5695.28
300082,奥克股份,2019.0,C26,化学原料和化学制品制造业,1,,3.3,-3501630.12,18675360.64,122.0,,0.75,22.31,0.074169,0.299197,9.0,0,0,0,0,0,0,,,,,,,,,,,
300084,海默科技,2019.0,B11,开采专业及辅助性活动,0,,9.09,-3105159.92,16560852.906666666,273.0,3698000.0,0.75,21.87,0.011075,0.387777,9.0,1,0,0,0,0,0,,,,,,,,,,,
300098,高新兴,2019.0,I65,软件和信息技术服务业,0,广东省,20.56,-44214793.89,235812234.08,1196.0,11951000.0,0.75,22.78,-0.150131,0.419981,9.0,1,0,0,0,0,0,110468.1,11.6124820704788,17297.85,1168.79,6.76,90.86,203311.0,59742.0,807700.0,527390.0,2223.08
300103,达刚控股,2019.0,N77,生态保护和环境治理业,0,陕西省,3.85,-5076435.24,27074321.28,218.0,2274100.0,0.75,21.46,0.045623,0.415453,9.0,0,0,0,0,0,0,26214.5,10.17406797177496,5718.52,71.38,1.25,78.78,34812.0,9843.0,92087.0,44101.0,1467.35
300124,汇川技术,2019.0,C38,电气机械和器材制造业,1,,11.58,-82332068.93,439104367.6266667,1603.0,59132022.79,0.75,23.42,0.067858,0.39968,9.0,1,0,0,0,0,0,,,,,,,,,,,
300128,锦富技术,2019.0,C39,计算机、通信和其他电子设备制造业,1,,2.79,-3405960.07,18165120.37333333,288.0,610000.0,0.75,21.66,0.004203,0.501933,9.0,0,0,0,0,0,0,,,,,,,,,,,
300130,新国都,2019.0,C35,专用设备制造业,1,广东省,7.39,-19657539.03,104840208.16000001,226.0,,0.75,21.94,0.072059,0.272645,9.0,1,0,0,0,0,0,110468.1,11.6124820704788,17297.85,1168.79,6.76,90.86,203311.0,59742.0,807700.0,527390.0,2223.08
300151,昌红科技,2019.0,C35,专用设备制造业,1,广东省,4.81,-5261777.71,28062814.453333333,113.0,3916864.92,0.75,20.78,0.05713,0.164872,9.0,1,0,0,0,0,0,110468.1,11.6124820704788,17297.85,1168.79,6.76,90.86,203311.0,59742.0,807700.0,527390.0,2223.08
300154,瑞凌股份,2019.0,C34,通用设备制造业,1,广东省,5.82,-1229693.2,6558363.733333333,206.0,4842718.24,0.75,21.38,0.058649,0.134969,9.0,1,0,0,0,0,0,110468.1,11.6124820704788,17297.85,1168.79,6.76,90.86,203311.0,59742.0,807700.0,527390.0,2223.08
300169,天晟新材,2019.0,C29,橡胶和塑料制品业,0,,1.47,-1477246.16,7878646.1866666665,79.0,1999323.7,0.75,21.32,-0.158422,0.50235,8.0,0,0,0,0,0,0,,,,,,,,,,,
300183,东软载波,2019.0,I65,软件和信息技术服务业,0,山东省,19.22,-6897971.51,36789181.38666666,197.0,15459100.0,0.75,21.9,0.061183,0.093899,8.0,0,0,0,0,0,0,72024.3,11.184758841057878,10739.76,305.76,2.85,87.63,69350.0,20652.0,263211.0,146481.0,1110.02
300217,东方电热,2019.0,C38,电气机械和器材制造业,1,江苏省,3.66,-7784869.26,41519302.72,105.0,2327789.52,0.75,22.0,-0.032563,0.414304,8.0,0,0,0,0,0,0,99836.9,11.511293133441717,12573.55,572.04,4.55,89.92,172409.0,39681.0,594249.0,314395.0,1471.52
300218,安利股份,2019.0,C29,橡胶和塑料制品业,0,安徽省,5.09,-9761183.59,52059645.81333333,378.0,5955959.14,0.75,21.44,0.03556,0.441049,8.0,1,0,0,0,0,0,37584.8,10.534354992325627,7392.22,377.95,5.11,84.56,62743.0,14958.0,166871.0,82524.0,449.61
300219,鸿利智汇,2019.0,C39,计算机、通信和其他电子设备制造业,1,,4.82,-12025129.82,64134025.70666667,764.0,7913837.86,0.75,22.0,-0.20303252,0.48346,8.0,0,0,0,0,0,0,,,,,,,,,,,
300221,银禧科技,2019.0,C29,橡胶和塑料制品业,0,广东省,5.7,-8973140.72,47856750.50666667,108.0,3712304.37,0.75,21.1,0.007113,0.300713,8.0,0,0,0,0,0,0,110468.1,11.6124820704788,17297.85,1168.79,6.76,90.86,203311.0,59742.0,807700.0,527390.0,2223.08
300222,科大智能,2019.0,C38,电气机械和器材制造业,1,上海市,9.9,-26800436.58,142935661.76,541.0,3260000.0,0.75,22.57,-0.20303252,0.686516,8.0,1,0,0,0,0,0,40241.2,10.60264662540254,8179.28,389.54,4.76,87.93,71398.0,22735.0,173586.0,100587.0,1422.35
300228,富瑞特装,2019.0,C35,专用设备制造业,1,江苏省,5.1,-7617190.64,40625016.74666666,239.0,763600.0,0.75,21.97,-0.097536,0.59711,8.0,1,0,0,0,0,0,99836.9,11.511293133441717,12573.55,572.04,4.55,89.92,172409.0,39681.0,594249.0,314395.0,1471.52
300234,开尔新材,2019.0,C30,非金属矿物制品业,0,浙江省,3.3,-2290286.86,12214863.253333332,75.0,80000.0,0.75,20.98,0.048227,0.287437,8.0,1,0,0,0,0,0,64632.0,11.076464923159545,10053.03,516.06,5.13,88.84,112981.0,33964.0,435883.0,285342.0,888.01
300238,冠昊生物,2019.0,C35,专用设备制造业,1,广东省,10.14,-4666975.41,24890535.52,101.0,,0.75,20.86,-0.20303252,0.38736,8.0,0,0,0,0,0,0,110468.1,11.6124820704788,17297.85,1168.79,6.76,90.86,203311.0,59742.0,807700.0,527390.0,2223.08
300239,东宝生物,2019.0,C27,医药制造业,1,内蒙古自治区,3.52,-847798.02,4521589.44,19.0,380000.0,0.75,21.0,0.027091,0.245356,8.0,0,0,0,0,0,0,17479.4,9.768778323677621,5100.91,28.49,0.56,74.49,4889.0,911.0,21069.0,11059.0,22.48
300250,初灵信息,2019.0,I65,软件和信息技术服务业,0,,19.39,-7558174.03,40310261.49333333,111.0,5039740.33,0.75,20.9,0.038936,0.139878,8.0,1,0,0,0,0,0,,,,,,,,,,,
300258,精锻科技,2019.0,C36,汽车制造业,1,江苏省,4.97,-4899730.3,26131894.933333334,150.0,1013799.74,0.75,21.9,0.053646,0.377148,8.0,1,0,0,0,0,0,99836.9,11.511293133441717,12573.55,572.04,4.55,89.92,172409.0,39681.0,594249.0,314395.0,1471.52
300259,新天科技,2019.0,C40,仪器仪表制造业,1,河南省,6.59,-8324521.08,44397445.76,561.0,27742452.5,0.75,21.75,0.101113,0.194196,8.0,0,0,0,0,0,0,53739.3,10.891899856405452,10163.93,211.07,2.08,82.53,30260.0,6991.0,144010.0,86247.0,231.89
300260,新莱应材,2019.0,C34,通用设备制造业,1,,4.45,-6700528.18,35736150.29333333,188.0,2218590.2,0.75,21.59,0.026178,0.64887,8.0,1,0,0,0,0,0,,,,,,,,,,,
300267,尔康制药,2019.0,C27,医药制造业,1,湖南省,2.01,-6247251.46,33318674.453333333,167.0,3731879.97,0.75,22.54,0.025229,0.057085,8.0,0,0,0,0,0,0,39930.7,10.594900730582294,8034.42,171.92,2.14,82.81,39104.0,8479.0,106113.0,54685.0,490.69
300275,梅安森,2019.0,I65,软件和信息技术服务业,0,,9.0,-1905130.23,10160694.56,57.0,,0.75,20.45,0.029842,0.334548,8.0,0,0,0,0,0,0,,,,,,,,,,,
300277,汽轮科技,2019.0,I65,软件和信息技术服务业,0,,7.12,-2509349.11,13383195.253333332,7.0,2466980.92,0.75,20.52,0.018196,0.405299,8.0,1,0,0,0,0,0,,,,,,,,,,,
300279,和晶科技,2019.0,C38,电气机械和器材制造业,1,,3.97,-2820231.62,15041235.306666667,22.0,2696415.84,0.75,21.6,0.000782,0.624638,8.0,0,0,0,0,0,0,,,,,,,,,,,
300285,国瓷材料,2019.0,C26,化学原料和化学制品制造业,1,山东省,6.41,-16329661.76,87091529.38666667,187.0,11669986.43,0.75,22.29,0.113099,0.177025,7.0,0,0,0,0,0,0,72024.3,11.184758841057878,10739.76,305.76,2.85,87.63,69350.0,20652.0,263211.0,146481.0,1110.02
300286,安科瑞,2019.0,C40,仪器仪表制造业,1,上海市,8.77,-4241904.6,22623491.2,203.0,7000.0,0.75,20.84,0.101049,0.323436,7.0,1,0,0,0,0,0,40241.2,10.60264662540254,8179.28,389.54,4.76,87.93,71398.0,22735.0,173586.0,100587.0,1422.35
300287,飞利信,2019.0,I65,软件和信息技术服务业,0,,6.96,-8503952.26,45354412.053333335,368.0,7167490.0,0.75,22.33,0.006355,0.234567,7.0,1,0,0,0,0,0,,,,,,,,,,,
300305,裕兴股份,2019.0,C29,橡胶和塑料制品业,0,江苏省,4.43,-3994367.72,21303294.506666668,57.0,2951333.03,0.75,21.28,0.05399,0.136319,7.0,0,0,0,0,0,0,99836.9,11.511293133441717,12573.55,572.04,4.55,89.92,172409.0,39681.0,594249.0,314395.0,1471.52
300306,远方信息,2019.0,C40,仪器仪表制造业,1,浙江省,16.72,-8312146.73,44331449.22666667,250.0,300000.0,0.75,21.19,0.077839,0.116753,7.0,1,0,0,0,0,0,64632.0,11.076464923159545,10053.03,516.06,5.13,88.84,112981.0,33964.0,435883.0,285342.0,888.01
300308,中际旭创,2019.0,C39,计算机、通信和其他电子设备制造业,1,山东省,9.37,-36470510.79,194509390.88,187.0,20000000.0,0.75,23.07,0.048945,0.339805,7.0,0,0,0,0,0,0,72024.3,11.184758841057878,10739.76,305.76,2.85,87.63,69350.0,20652.0,263211.0,146481.0,1110.02
300314,戴维医疗,2019.0,C35,专用设备制造业,1,浙江省,11.32,-3181577.48,16968413.226666667,129.0,931800.0,0.75,20.69,0.064299,0.141202,7.0,1,0,0,0,0,0,64632.0,11.076464923159545,10053.03,516.06,5.13,88.84,112981.0,33964.0,435883.0,285342.0,888.01
300317,珈伟新能,2019.0,C38,电气机械和器材制造业,1,,3.93,-4645648.65,24776792.8,149.0,1216960.2,0.75,22.19,-0.20303252,0.554858,7.0,0,0,0,0,0,0,,,,,,,,,,,
300322,硕贝德,2019.0,C39,计算机、通信和其他电子设备制造业,1,广东省,7.01,-12040132.61,64214040.586666666,158.0,8341560.0,0.75,21.31,0.053563,0.609873,7.0,0,0,0,0,0,0,110468.1,11.6124820704788,17297.85,1168.79,6.76,90.86,203311.0,59742.0,807700.0,527390.0,2223.08
300323,华灿光电,2019.0,C39,计算机、通信和其他电子设备制造业,1,湖北省,7.9,-15067955.37,80362428.64,456.0,17411709.28,0.75,23.17,-0.090552,0.584419,7.0,0,0,0,0,0,0,45557.0,10.726719568158678,7970.21,319.28,4.01,80.59,47450.0,14178.0,141321.0,73940.0,1429.84
300327,中颖电子,2019.0,C39,计算机、通信和其他电子设备制造业,1,上海市,16.24,-11074958.79,59066446.879999995,7.0,,0.75,20.9,0.151296,0.172951,7.0,0,0,0,0,0,0,40241.2,10.60264662540254,8179.28,389.54,4.76,87.93,71398.0,22735.0,173586.0,100587.0,1422.35
300329,海伦钢琴,2019.0,C24,文教、工美、体育和娱乐用品制造业,1,浙江省,4.94,-2391753.93,12756020.96,67.0,937100.0,0.75,20.95,0.041271,0.221252,7.0,1,0,0,0,0,0,64632.0,11.076464923159545,10053.03,516.06,5.13,88.84,112981.0,33964.0,435883.0,285342.0,888.01
300333,兆日科技,2019.0,I65,软件和信息技术服务业,0,,29.51,-2566499.53,13687997.493333332,57.0,,0.75,20.6,0.0387,0.0522156,7.0,1,0,0,0,0,0,,,,,,,,,,,
300339,润和软件,2019.0,I65,软件和信息技术服务业,0,江苏省,13.74,-23864495.08,127277307.09333332,12.0,1930000.0,0.75,22.26,-0.20303252,0.390971,7.0,0,0,0,0,0,0,99836.9,11.511293133441717,12573.55,572.04,4.55,89.92,172409.0,39681.0,594249.0,314395.0,1471.52
300341,麦克奥迪,2019.0,C38,电气机械和器材制造业,1,,5.42,-4757329.26,25372422.72,244.0,,0.75,21.21,0.097554,0.336016,7.0,0,0,0,0,0,0,,,,,,,,,,,
300342,天银机电,2019.0,C38,电气机械和器材制造业,1,江苏省,9.73,-6610579.85,35256425.86666667,136.0,840300.0,0.75,21.34,0.076304,0.227108,7.0,0,0,0,0,0,0,99836.9,11.511293133441717,12573.55,572.04,4.55,89.92,172409.0,39681.0,594249.0,314395.0,1471.52
300346,南大光电,2019.0,C39,计算机、通信和其他电子设备制造业,1,江苏省,20.49,-4729949.31,25226396.319999997,68.0,1177938.61,0.75,21.52,0.027892,0.379469,7.0,1,0,0,0,0,0,99836.9,11.511293133441717,12573.55,572.04,4.55,89.92,172409.0,39681.0,594249.0,314395.0,1471.52
300351,永贵电器,2019.0,C39,计算机、通信和其他电子设备制造业,1,浙江省,10.05,-11965087.5,63813800.0,461.0,2419391.43,0.75,21.6,-0.190397,0.202003,7.0,0,0,0,0,0,0,64632.0,11.076464923159545,10053.03,516.06,5.13,88.84,112981.0,33964.0,435883.0,285342.0,888.01
300355,蒙草生态,2019.0,N77,生态保护和环境治理业,0,内蒙古自治区,2.45,-1654905.76,8826164.053333333,45.0,18468004.33,0.75,23.51,0.001652,0.669551,7.0,0,0,0,0,0,0,17479.4,9.768778323677621,5100.91,28.49,0.56,74.49,4889.0,911.0,21069.0,11059.0,22.48
300357,我武生物,2019.0,C27,医药制造业,1,,10.75,-6359700.72,33918403.839999996,3.0,,0.75,21.08,0.2007718799999991,0.053391,5.0,1,0,0,0,0,0,,,,,,,,,,,
300371,汇中股份,2019.0,C40,仪器仪表制造业,1,,4.46,-1584334.19,8449782.346666666,69.0,1000000.0,0.75,20.53,0.132589,0.135315,5.0,0,0,0,0,0,0,,,,,,,,,,,
300374,中铁装配,2019.0,C30,非金属矿物制品业,0,北京市,2.07,-2410750.26,12857334.719999999,86.0,2061843.22,0.75,21.79,0.023095,0.47432,4.0,0,0,0,0,0,0,37767.0,10.539190984434368,7408.19,433.42,5.85,87.98,129930.0,53127.0,226113.0,131716.0,5695.28
300393,中来股份,2019.0,C39,计算机、通信和其他电子设备制造业,1,,3.5,-8250320.22,44001707.839999996,131.0,2588150.03,0.75,22.87,0.030398,0.592714,5.0,1,0,0,0,0,0,,,,,,,,,,,
300398,飞凯材料,2019.0,C26,化学原料和化学制品制造业,1,上海市,8.04,-12181489.22,64967942.50666667,320.0,5345990.65,0.75,22.28,0.055437,0.477042,5.0,0,0,0,0,0,0,40241.2,10.60264662540254,8179.28,389.54,4.76,87.93,71398.0,22735.0,173586.0,100587.0,1422.35
300403,汉宇集团,2019.0,C38,电气机械和器材制造业,1,广东省,5.92,-4202351.67,22412542.24,451.0,,0.75,21.23,0.09551,0.165156,5.0,1,0,0,0,0,0,110468.1,11.6124820704788,17297.85,1168.79,6.76,90.86,203311.0,59742.0,807700.0,527390.0,2223.08
300409,道氏技术,2019.0,C30,非金属矿物制品业,0,广东省,4.52,-13649647.11,72798117.92,156.0,12216687.33,0.75,22.22,0.004566,0.443619,5.0,1,0,0,0,0,0,110468.1,11.6124820704788,17297.85,1168.79,6.76,90.86,203311.0,59742.0,807700.0,527390.0,2223.08
300414,中光防雷,2019.0,C39,计算机、通信和其他电子设备制造业,1,四川省,8.59,-3415452.26,18215745.386666667,92.0,334454.56,0.75,20.74,0.045599,0.131036,4.0,1,0,0,0,0,0,47168.6,10.76148369595657,10348.17,184.95,1.79,84.93,39539.0,12053.0,131529.0,82066.0,1211.95
300420,五洋自控,2019.0,C34,通用设备制造业,1,,5.66,-11173713.54,59593138.879999995,366.0,6248200.0,0.75,21.75,0.054576,0.356502,4.0,0,0,0,0,0,0,,,,,,,,,,,
300422,博世科,2019.0,N77,生态保护和环境治理业,0,,5.04,-18383017.57,98042760.37333333,207.0,12967584.0,0.75,22.94,0.030312,0.782406,4.0,1,0,0,0,0,0,,,,,,,,,,,
300423,昇辉科技,2019.0,C38,电气机械和器材制造业,1,,3.7,-15986365.71,85260617.12,209.0,2499700.0,0.75,22.78,0.075625,0.558193,4.0,0,0,0,0,0,0,,,,,,,,,,,
300435,中泰股份,2019.0,D45,燃气生产和供应业,0,浙江省,2.47,-2755775.62,14697469.973333335,68.0,6257000.0,0.75,21.78,0.026852,0.267328,4.0,0,0,0,0,0,0,64632.0,11.076464923159545,10053.03,516.06,5.13,88.84,112981.0,33964.0,435883.0,285342.0,888.01
300439,美康生物,2019.0,C27,医药制造业,1,,4.09,-13469436.39,71836994.08,5.0,2776204.04,0.75,22.04,-0.154143,0.628875,4.0,0,0,0,0,0,0,,,,,,,,,,,
300443,金雷股份,2019.0,C35,专用设备制造业,1,山东省,3.83,-3909503.72,20850686.506666668,19.0,505800.0,0.75,21.53,0.09195,0.133263,4.0,0,0,0,0,0,0,72024.3,11.184758841057878,10739.76,305.76,2.85,87.63,69350.0,20652.0,263211.0,146481.0,1110.02
300452,山河药辅,2019.0,C27,医药制造业,1,安徽省,3.49,-1765594.92,9416506.24,15.0,1468447.39,0.75,20.51,0.111301,0.26364,4.0,1,0,0,0,0,0,37584.8,10.534354992325627,7392.22,377.95,5.11,84.56,62743.0,14958.0,166871.0,82524.0,449.61
300455,航天智装,2019.0,C39,计算机、通信和其他电子设备制造业,1,北京市,5.69,-4834919.85,25786239.2,148.0,3141214.42,0.75,21.55,0.06284,0.367719,4.0,0,0,0,0,0,0,37767.0,10.539190984434368,7408.19,433.42,5.85,87.98,129930.0,53127.0,226113.0,131716.0,5695.28
300471,厚普股份,2019.0,C35,专用设备制造业,1,四川省,5.07,-477985.26,2549254.72,329.0,2332200.0,0.75,21.31,0.009443,0.302612,4.0,0,0,0,0,0,0,47168.6,10.76148369595657,10348.17,184.95,1.79,84.93,39539.0,12053.0,131529.0,82066.0,1211.95
300476,胜宏科技,2019.0,C39,计算机、通信和其他电子设备制造业,1,广东省,4.46,-16634275.26,88716134.72,267.0,2015229.88,0.75,22.67,0.066179,0.52437,4.0,1,0,0,0,0,0,110468.1,11.6124820704788,17297.85,1168.79,6.76,90.86,203311.0,59742.0,807700.0,527390.0,2223.08
300482,万孚生物,2019.0,C27,医药制造业,1,广东省,9.17,-15327526.07,81746805.70666666,221.0,8738816.09,0.75,21.8,0.145073,0.164216,4.0,0,0,0,0,0,0,110468.1,11.6124820704788,17297.85,1168.79,6.76,90.86,203311.0,59742.0,807700.0,527390.0,2223.08
300490,华自科技,2019.0,C38,电气机械和器材制造业,1,湖南省,6.15,-9449601.27,50397873.44,290.0,7164626.0,0.75,21.87,0.028078,0.42658,4.0,0,0,0,0,0,0,39930.7,10.594900730582294,8034.42,171.92,2.14,82.81,39104.0,8479.0,106113.0,54685.0,490.69
300500,启迪设计,2019.0,M74,专业技术服务业,0,,5.11,-5850942.23,31205025.22666667,112.0,1643710.23,0.75,21.65,0.073175,0.399374,3.0,0,0,0,0,0,0,,,,,,,,,,,
300501,海顺新材,2019.0,C27,医药制造业,1,上海市,4.26,-2466267.97,13153429.173333334,113.0,,0.75,20.93,0.053232,0.38263,3.0,1,0,0,0,0,0,40241.2,10.60264662540254,8179.28,389.54,4.76,87.93,71398.0,22735.0,173586.0,100587.0,1422.35
300503,昊志机电,2019.0,C34,通用设备制造业,1,广东省,15.42,-5158800.19,27513601.013333336,493.0,14117890.92,0.75,21.31,-0.082959,0.485876,3.0,0,0,0,0,0,0,110468.1,11.6124820704788,17297.85,1168.79,6.76,90.86,203311.0,59742.0,807700.0,527390.0,2223.08
300505,川金诺,2019.0,C26,化学原料和化学制品制造业,1,云南省,1.94,-224462.82,1197135.04,38.0,296000.0,0.75,21.09,0.050327,0.359419,3.0,0,0,0,0,0,0,23902.1,10.081721600168388,6770.09,59.0,0.87,76.67,8996.0,2174.0,35212.0,22324.0,82.7
300509,新美星,2019.0,C35,专用设备制造业,1,,5.67,-3991013.73,21285406.56,610.0,1926200.0,0.75,21.1,0.036648,0.533706,3.0,0,0,0,0,0,0,,,,,,,,,,,
300511,雪榕生物,2019.0,A01,农业,0,,0.56,-1910434.85,10188985.866666667,77.0,,0.75,22.07,0.054406,0.547131,3.0,0,0,0,0,0,0,,,,,,,,,,,
300522,世名科技,2019.0,C26,化学原料和化学制品制造业,1,江苏省,7.33,-2951438.11,15741003.253333332,61.0,70000.0,0.75,20.38,0.103183,0.089088,3.0,0,0,0,0,0,0,99836.9,11.511293133441717,12573.55,572.04,4.55,89.92,172409.0,39681.0,594249.0,314395.0,1471.52
300529,健帆生物,2019.0,C35,专用设备制造业,1,,4.78,-7518928.68,40100952.96,190.0,,0.75,21.64,0.2007718799999991,0.129928,3.0,1,0,0,0,0,0,,,,,,,,,,,
300531,优博讯,2019.0,C39,计算机、通信和其他电子设备制造业,1,,7.78,-6581682.85,35102308.53333333,58.0,,0.75,21.37,0.029121,0.329801,3.0,1,0,0,0,0,0,,,,,,,,,,,
300535,达威股份,2019.0,C26,化学原料和化学制品制造业,1,,9.85,-3863481.11,20605232.586666666,58.0,1340148.56,0.75,20.6,0.044487,0.146007,3.0,1,0,0,0,0,0,,,,,,,,,,,
300539,横河精密,2019.0,C29,橡胶和塑料制品业,0,浙江省,4.72,-3511981.5,18730568.0,108.0,635800.0,0.75,20.73,0.009823,0.510973,3.0,1,0,0,0,0,0,64632.0,11.076464923159545,10053.03,516.06,5.13,88.84,112981.0,33964.0,435883.0,285342.0,888.01
300543,朗科智能,2019.0,C39,计算机、通信和其他电子设备制造业,1,,3.67,-4652989.27,24815942.77333333,96.0,2869832.38,0.75,20.92,0.083621,0.379633,3.0,1,0,0,0,0,0,,,,,,,,,,,
